DS,Size,Op,OpCount,Cache,Misses
RBSTree,1000000,Base,1000000,DLmr,6715712
RBSTree,1000000,Base,1000000,Dw,1991708212
RBSTree,1000000,Base,1000000,D1mw,142220567
RBSTree,1000000,Base,1000000,DLmw,4196994
SkipList,1000000,Base,1000000,Ir,7957361311
SkipList,1000000,Base,1000000,I1mr,15643741
SkipList,1000000,Base,1000000,ILmr,87927
SkipList,1000000,Base,1000000,Dr,2483812257
SkipList,1000000,Base,1000000,D1mr,31354704
SkipList,1000000,Base,1000000,DLmr,11033184
SkipList,1000000,Base,1000000,Dw,1185124428
SkipList,1000000,Base,1000000,D1mw,49855357
SkipList,1000000,Base,1000000,DLmw,5785271
BadBisect,1000000,Add,1000000,Ir,3037178525
BadBisect,1000000,Add,1000000,I1mr,11612402
BadBisect,1000000,Add,1000000,ILmr,66551
BadBisect,1000000,Add,1000000,Dr,976458084
BadBisect,1000000,Add,1000000,D1mr,8015223
BadBisect,1000000,Add,1000000,DLmr,548457
BadBisect,1000000,Add,1000000,Dw,821854755
BadBisect,1000000,Add,1000000,D1mw,18716808
BadBisect,1000000,Add,1000000,DLmw,1133121
SortedList,1000000,Add,1000000,Ir,3027332456
SortedList,1000000,Add,1000000,I1mr,11527268
SortedList,1000000,Add,1000000,ILmr,66855
SortedList,1000000,Add,1000000,Dr,976895188
SortedList,1000000,Add,1000000,D1mr,7709667
SortedList,1000000,Add,1000000,DLmr,548473
SortedList,1000000,Add,1000000,Dw,816974095
SortedList,1000000,Add,1000000,D1mw,18574722
SortedList,1000000,Add,1000000,DLmw,1140637
SortedArray,1000000,Add,1000000,Ir,3027138018
SortedArray,1000000,Add,1000000,I1mr,11625778
SortedArray,1000000,Add,1000000,ILmr,66660
SortedArray,1000000,Add,1000000,Dr,968346335
SortedArray,1000000,Add,1000000,D1mr,7811540
SortedArray,1000000,Add,1000000,DLmr,548408
SortedArray,1000000,Add,1000000,Dw,816145567
SortedArray,1000000,Add,1000000,D1mw,18450662
SortedArray,1000000,Add,1000000,DLmw,1131949
AutoLoad,1000000,Add,1000000,Ir,2066580316
AutoLoad,1000000,Add,1000000,I1mr,12104876
AutoLoad,1000000,Add,1000000,ILmr,74254
AutoLoad,1000000,Add,1000000,Dr,602337686
AutoLoad,1000000,Add,1000000,D1mr,16812469
AutoLoad,1000000,Add,1000000,DLmr,564702
AutoLoad,1000000,Add,1000000,Dw,434983683
AutoLoad,1000000,Add,1000000,D1mw,17561518
AutoLoad,1000000,Add,1000000,DLmw,1124005
RBSTree,1000000,Add,1000000,Ir,23954463666
RBSTree,1000000,Add,1000000,I1mr,23664859
RBSTree,1000000,Add,1000000,ILmr,99860
RBSTree,1000000,Add,1000000,Dr,8550231307
RBSTree,1000000,Add,1000000,D1mr,321866409
RBSTree,1000000,Add,1000000,DLmr,16729074
RBSTree,1000000,Add,1000000,Dw,5198343138
RBSTree,1000000,Add,1000000,D1mw,409579378
RBSTree,1000000,Add,1000000,DLmw,8907962
SkipList,1000000,Add,1000000,Ir,20544652187
SkipList,1000000,Add,1000000,I1mr,21528262
SkipList,1000000,Add,1000000,ILmr,152280
SkipList,1000000,Add,1000000,Dr,6552582198
SkipList,1000000,Add,1000000,D1mr,61573446
SkipList,1000000,Add,1000000,DLmr,25357184
SkipList,1000000,Add,1000000,Dw,2773225535
SkipList,1000000,Add,1000000,D1mw,114456368
SkipList,1000000,Add,1000000,DLmw,11946391
BadBisect,10000,Base,10000,Ir,479948993
BadBisect,10000,Base,10000,I1mr,10154447
BadBisect,10000,Base,10000,ILmr,46101
BadBisect,10000,Base,10000,Dr,154039325
BadBisect,10000,Base,10000,D1mr,5065424
BadBisect,10000,Base,10000,DLmr,352752
BadBisect,10000,Base,10000,Dw,90943866
BadBisect,10000,Base,10000,D1mw,1578587
BadBisect,10000,Base,10000,DLmw,438912
SortedList,10000,Base,10000,Ir,480393649
SortedList,10000,Base,10000,I1mr,10145423
SortedList,10000,Base,10000,ILmr,46322
SortedList,10000,Base,10000,Dr,154150826
SortedList,10000,Base,10000,D1mr,5101683
SortedList,10000,Base,10000,DLmr,352878
SortedList,10000,Base,10000,Dw,91002803
SortedList,10000,Base,10000,D1mw,1581805
SortedList,10000,Base,10000,DLmw,440827
SortedArray,10000,Base,10000,Ir,481470328
SortedArray,10000,Base,10000,I1mr,10194336
SortedArray,10000,Base,10000,ILmr,46435
SortedArray,10000,Base,10000,Dr,154475965
SortedArray,10000,Base,10000,D1mr,5136571
SortedArray,10000,Base,10000,DLmr,352849
SortedArray,10000,Base,10000,Dw,91210729
SortedArray,10000,Base,10000,D1mw,1585350
SortedArray,10000,Base,10000,DLmw,441188
AutoLoad,10000,Base,10000,Ir,480946777
AutoLoad,10000,Base,10000,I1mr,10152591
AutoLoad,10000,Base,10000,ILmr,46169
AutoLoad,10000,Base,10000,Dr,154184661
AutoLoad,10000,Base,10000,D1mr,5125413
AutoLoad,10000,Base,10000,DLmr,352737
AutoLoad,10000,Base,10000,Dw,90934076
AutoLoad,10000,Base,10000,D1mw,1583484
AutoLoad,10000,Base,10000,DLmw,438697
RBSTree,10000,Base,10000,Ir,1031190798
RBSTree,10000,Base,10000,I1mr,18225883
RBSTree,10000,Base,10000,ILmr,51136
RBSTree,10000,Base,10000,Dr,336506132
RBSTree,10000,Base,10000,D1mr,9392125
RBSTree,10000,Base,10000,DLmr,357440
RBSTree,10000,Base,10000,Dw,194249507
RBSTree,10000,Base,10000,D1mw,4214076
RBSTree,10000,Base,10000,DLmw,556191
SkipList,10000,Base,10000,Ir,760248673
SkipList,10000,Base,10000,I1mr,15602340
SkipList,10000,Base,10000,ILmr,49655
SkipList,10000,Base,10000,Dr,244376160
SkipList,10000,Base,10000,D1mr,7277296
SkipList,10000,Base,10000,DLmr,357902
SkipList,10000,Base,10000,Dw,142841084
SkipList,10000,Base,10000,D1mw,2705628
SkipList,10000,Base,10000,DLmw,491838
BadBisect,10000,Add,10000,Ir,555918605
BadBisect,10000,Add,10000,I1mr,11100794
BadBisect,10000,Add,10000,ILmr,48206
BadBisect,10000,Add,10000,Dr,178919550
BadBisect,10000,Add,10000,D1mr,5661289
BadBisect,10000,Add,10000,DLmr,354955
BadBisect,10000,Add,10000,Dw,107711840
BadBisect,10000,Add,10000,D1mw,1890007
BadBisect,10000,Add,10000,DLmw,451655
SortedList,10000,Add,10000,Ir,557022697
SortedList,10000,Add,10000,I1mr,11073717
SortedList,10000,Add,10000,ILmr,48354
SortedList,10000,Add,10000,Dr,179339859
SortedList,10000,Add,10000,D1mr,5723058
SortedList,10000,Add,10000,DLmr,355073
SortedList,10000,Add,10000,Dw,107825977
SortedList,10000,Add,10000,D1mw,1886685
SortedList,10000,Add,10000,DLmw,455649
SortedArray,10000,Add,10000,Ir,557630953
SortedArray,10000,Add,10000,I1mr,11130194
SortedArray,10000,Add,10000,ILmr,48477
SortedArray,10000,Add,10000,Dr,179355911
SortedArray,10000,Add,10000,D1mr,5792440
SortedArray,10000,Add,10000,DLmr,355249
SortedArray,10000,Add,10000,Dw,107780936
SortedArray,10000,Add,10000,D1mw,1883479
SortedArray,10000,Add,10000,DLmw,453281
AutoLoad,10000,Add,10000,Ir,556430733
AutoLoad,10000,Add,10000,I1mr,11393335
AutoLoad,10000,Add,10000,ILmr,48539
AutoLoad,10000,Add,10000,Dr,178623559
AutoLoad,10000,Add,10000,D1mr,5631860
AutoLoad,10000,Add,10000,DLmr,355492
AutoLoad,10000,Add,10000,Dw,105686734
AutoLoad,10000,Add,10000,D1mw,1900631
AutoLoad,10000,Add,10000,DLmw,455698
RBSTree,10000,Add,10000,Ir,1210167033
RBSTree,10000,Add,10000,I1mr,19710704
RBSTree,10000,Add,10000,ILmr,51966
RBSTree,10000,Add,10000,Dr,398981360
RBSTree,10000,Add,10000,D1mr,11020508
RBSTree,10000,Add,10000,DLmr,357954
RBSTree,10000,Add,10000,Dw,232200981
RBSTree,10000,Add,10000,D1mw,6226409
RBSTree,10000,Add,10000,DLmw,590217
SkipList,10000,Add,10000,Ir,1003382419
SkipList,10000,Add,10000,I1mr,19563636
SkipList,10000,Add,10000,ILmr,50424
SkipList,10000,Add,10000,Dr,322048738
SkipList,10000,Add,10000,D1mr,9328897
SkipList,10000,Add,10000,DLmr,358200
SkipList,10000,Add,10000,Dw,183959929
SkipList,10000,Add,10000,D1mw,3860812
SkipList,10000,Add,10000,DLmw,542480
BadBisect,100000,Base,100000,Ir,485502222
BadBisect,100000,Base,100000,I1mr,10163739
BadBisect,100000,Base,100000,ILmr,46290
BadBisect,100000,Base,100000,Dr,156275823
BadBisect,100000,Base,100000,D1mr,5130821
BadBisect,100000,Base,100000,DLmr,354011
BadBisect,100000,Base,100000,Dw,92987974
BadBisect,100000,Base,100000,D1mw,1615188
BadBisect,100000,Base,100000,DLmw,464558
SortedList,100000,Base,100000,Ir,485827248
SortedList,100000,Base,100000,I1mr,10159065
SortedList,100000,Base,100000,ILmr,46597
SortedList,100000,Base,100000,Dr,156346206
SortedList,100000,Base,100000,D1mr,5154270
SortedList,100000,Base,100000,DLmr,354040
SortedList,100000,Base,100000,Dw,93008410
SortedList,100000,Base,100000,D1mw,1618379
SortedList,100000,Base,100000,DLmw,466507
SortedArray,100000,Base,100000,Ir,485947372
SortedArray,100000,Base,100000,I1mr,10159585
SortedArray,100000,Base,100000,ILmr,46434
SortedArray,100000,Base,100000,Dr,156334457
SortedArray,100000,Base,100000,D1mr,5143202
SortedArray,100000,Base,100000,DLmr,353942
SortedArray,100000,Base,100000,Dw,92968758
SortedArray,100000,Base,100000,D1mw,1616288
SortedArray,100000,Base,100000,DLmw,464349
AutoLoad,100000,Base,100000,Ir,487111706
AutoLoad,100000,Base,100000,I1mr,10162048
AutoLoad,100000,Base,100000,ILmr,46615
AutoLoad,100000,Base,100000,Dr,156198238
AutoLoad,100000,Base,100000,D1mr,5176435
AutoLoad,100000,Base,100000,DLmr,354021
AutoLoad,100000,Base,100000,Dw,92608674
AutoLoad,100000,Base,100000,D1mw,1619816
AutoLoad,100000,Base,100000,DLmw,466543
RBSTree,100000,Base,100000,Ir,1651812268
RBSTree,100000,Base,100000,I1mr,18564793
RBSTree,100000,Base,100000,ILmr,51966
RBSTree,100000,Base,100000,Dr,556309224
RBSTree,100000,Base,100000,D1mr,13473172
RBSTree,100000,Base,100000,DLmr,357957
RBSTree,100000,Base,100000,Dw,325161057
RBSTree,100000,Base,100000,D1mw,14413142
RBSTree,100000,Base,100000,DLmw,737789
SkipList,100000,Base,100000,Ir,1216213798
SkipList,100000,Base,100000,I1mr,14947872
SkipList,100000,Base,100000,ILmr,50594
SkipList,100000,Base,100000,Dr,388569669
SkipList,100000,Base,100000,D1mr,7983407
SkipList,100000,Base,100000,DLmr,360622
SkipList,100000,Base,100000,Dw,213789296
SkipList,100000,Base,100000,D1mw,6726927
SkipList,100000,Base,100000,DLmw,697299
BadBisect,100000,Add,100000,Ir,780818727
BadBisect,100000,Add,100000,I1mr,11234220
BadBisect,100000,Add,100000,ILmr,49448
BadBisect,100000,Add,100000,Dr,252388304
BadBisect,100000,Add,100000,D1mr,5993221
BadBisect,100000,Add,100000,DLmr,357921
BadBisect,100000,Add,100000,Dw,173293652
BadBisect,100000,Add,100000,D1mw,3433861
BadBisect,100000,Add,100000,DLmw,509475
SortedList,100000,Add,100000,Ir,779738984
SortedList,100000,Add,100000,I1mr,11192176
SortedList,100000,Add,100000,ILmr,49705
SortedList,100000,Add,100000,Dr,252667086
SortedList,100000,Add,100000,D1mr,5911254
SortedList,100000,Add,100000,DLmr,358010
SortedList,100000,Add,100000,Dw,172973010
SortedList,100000,Add,100000,D1mw,3408429
SortedList,100000,Add,100000,DLmw,510588
SortedArray,100000,Add,100000,Ir,778640222
SortedArray,100000,Add,100000,I1mr,11242492
SortedArray,100000,Add,100000,ILmr,49743
SortedArray,100000,Add,100000,Dr,251608439
SortedArray,100000,Add,100000,D1mr,6013319
SortedArray,100000,Add,100000,DLmr,357776
SortedArray,100000,Add,100000,Dw,172808043
SortedArray,100000,Add,100000,D1mw,3401519
SortedArray,100000,Add,100000,DLmw,510833
AutoLoad,100000,Add,100000,Ir,696664278
AutoLoad,100000,Add,100000,I1mr,11747189
AutoLoad,100000,Add,100000,ILmr,50390
AutoLoad,100000,Add,100000,Dr,219718894
AutoLoad,100000,Add,100000,D1mr,5978910
AutoLoad,100000,Add,100000,DLmr,358804
AutoLoad,100000,Add,100000,Dw,136967860
AutoLoad,100000,Add,100000,D1mw,3373175
AutoLoad,100000,Add,100000,DLmw,508584
RBSTree,100000,Add,100000,Ir,2863290775
RBSTree,100000,Add,100000,I1mr,20020883
RBSTree,100000,Add,100000,ILmr,64821
RBSTree,100000,Add,100000,Dr,1004994652
RBSTree,100000,Add,100000,D1mr,28221146
RBSTree,100000,Add,100000,DLmr,364086
RBSTree,100000,Add,100000,Dw,603650589
RBSTree,100000,Add,100000,D1mw,36629122
RBSTree,100000,Add,100000,DLmw,978307
SkipList,100000,Add,100000,Ir,2172402110
SkipList,100000,Add,100000,I1mr,20158295
SkipList,100000,Add,100000,ILmr,64268
SkipList,100000,Add,100000,Dr,705685580
SkipList,100000,Add,100000,D1mr,11215096
SkipList,100000,Add,100000,DLmr,370157
SkipList,100000,Add,100000,Dw,367771102
SkipList,100000,Add,100000,D1mw,13212441
SkipList,100000,Add,100000,DLmw,952813
BadBisect,1000000,Base,1000000,Ir,533749533
BadBisect,1000000,Base,1000000,I1mr,10163888
BadBisect,1000000,Base,1000000,ILmr,49148
BadBisect,1000000,Base,1000000,Dr,172795263
BadBisect,1000000,Base,1000000,D1mr,5526027
BadBisect,1000000,Base,1000000,DLmr,509880
BadBisect,1000000,Base,1000000,Dw,107857849
BadBisect,1000000,Base,1000000,D1mw,2010509
BadBisect,1000000,Base,1000000,DLmw,836244
SortedList,1000000,Base,1000000,Ir,534876109
SortedList,1000000,Base,1000000,I1mr,10156995
SortedList,1000000,Base,1000000,ILmr,49150
SortedList,1000000,Base,1000000,Dr,172972724
SortedList,1000000,Base,1000000,D1mr,5631611
SortedList,1000000,Base,1000000,DLmr,509516
SortedList,1000000,Base,1000000,Dw,107828021
SortedList,1000000,Base,1000000,D1mw,2013959
SortedList,1000000,Base,1000000,DLmw,835763
SortedArray,1000000,Base,1000000,Ir,534635082
SortedArray,1000000,Base,1000000,I1mr,10166863
SortedArray,1000000,Base,1000000,ILmr,49058
SortedArray,1000000,Base,1000000,Dr,172987440
SortedArray,1000000,Base,1000000,D1mr,5544705
SortedArray,1000000,Base,1000000,DLmr,510270
SortedArray,1000000,Base,1000000,Dw,107926030
SortedArray,1000000,Base,1000000,D1mw,2012164
SortedArray,1000000,Base,1000000,DLmw,835494
AutoLoad,1000000,Base,1000000,Ir,540538868
AutoLoad,1000000,Base,1000000,I1mr,10291902
AutoLoad,1000000,Base,1000000,ILmr,68504
AutoLoad,1000000,Base,1000000,Dr,167540410
AutoLoad,1000000,Base,1000000,D1mr,5729262
AutoLoad,1000000,Base,1000000,DLmr,558905
AutoLoad,1000000,Base,1000000,Dw,101190853
AutoLoad,1000000,Base,1000000,D1mw,2141302
AutoLoad,1000000,Base,1000000,DLmw,932771
RBSTree,1000000,Base,1000000,Ir,10025403923
RBSTree,1000000,Base,1000000,I1mr,22156344
RBSTree,1000000,Base,1000000,ILmr,73839
RBSTree,1000000,Base,1000000,Dr,3467393150
RBSTree,1000000,Base,1000000,D1mr,95120218
RBSTree,1000000,Base,1000000,DLmr,6714488
RBSTree,1000000,Base,1000000,Dw,1991663134
RBSTree,1000000,Base,1000000,D1mw,142016287
RBSTree,1000000,Base,1000000,DLmw,4195291
SkipList,1000000,Base,1000000,Ir,8332059301
SkipList,1000000,Base,1000000,I1mr,15965861
SkipList,1000000,Base,1000000,ILmr,97349
SkipList,1000000,Base,1000000,Dr,2574473880
SkipList,1000000,Base,1000000,D1mr,31598247
SkipList,1000000,Base,1000000,DLmr,11048177
SkipList,1000000,Base,1000000,Dw,1306165740
SkipList,1000000,Base,1000000,D1mw,48146137
SkipList,1000000,Base,1000000,DLmw,5767095
BadBisect,1000000,Add,1000000,Ir,3038122900
BadBisect,1000000,Add,1000000,I1mr,11608312
BadBisect,1000000,Add,1000000,ILmr,66410
BadBisect,1000000,Add,1000000,Dr,976604202
BadBisect,1000000,Add,1000000,D1mr,7838166
BadBisect,1000000,Add,1000000,DLmr,548137
BadBisect,1000000,Add,1000000,Dw,821835167
BadBisect,1000000,Add,1000000,D1mw,18707043
BadBisect,1000000,Add,1000000,DLmw,1131469
SortedList,1000000,Add,1000000,Ir,3028027426
SortedList,1000000,Add,1000000,I1mr,11545213
SortedList,1000000,Add,1000000,ILmr,66892
SortedList,1000000,Add,1000000,Dr,977039336
SortedList,1000000,Add,1000000,D1mr,8044508
SortedList,1000000,Add,1000000,DLmr,548364
SortedList,1000000,Add,1000000,Dw,816998644
SortedList,1000000,Add,1000000,D1mw,18575328
SortedList,1000000,Add,1000000,DLmw,1139901
SortedArray,1000000,Add,1000000,Ir,3027169389
SortedArray,1000000,Add,1000000,I1mr,11630827
SortedArray,1000000,Add,1000000,ILmr,66691
SortedArray,1000000,Add,1000000,Dr,968290884
SortedArray,1000000,Add,1000000,D1mr,8671727
SortedArray,1000000,Add,1000000,DLmr,548454
SortedArray,1000000,Add,1000000,Dw,816073938
SortedArray,1000000,Add,1000000,D1mw,18455355
SortedArray,1000000,Add,1000000,DLmw,1131699
AutoLoad,1000000,Add,1000000,Ir,2064256030
AutoLoad,1000000,Add,1000000,I1mr,12073997
AutoLoad,1000000,Add,1000000,ILmr,74143
AutoLoad,1000000,Add,1000000,Dr,601651132
AutoLoad,1000000,Add,1000000,D1mr,16818861
AutoLoad,1000000,Add,1000000,DLmr,564635
AutoLoad,1000000,Add,1000000,Dw,434408196
AutoLoad,1000000,Add,1000000,D1mw,17550575
AutoLoad,1000000,Add,1000000,DLmw,1123876
RBSTree,1000000,Add,1000000,Ir,23956376720
RBSTree,1000000,Add,1000000,I1mr,23653575
RBSTree,1000000,Add,1000000,ILmr,99874
RBSTree,1000000,Add,1000000,Dr,8550546669
RBSTree,1000000,Add,1000000,D1mr,318426939
RBSTree,1000000,Add,1000000,DLmr,16760229
RBSTree,1000000,Add,1000000,Dw,5198541736
RBSTree,1000000,Add,1000000,D1mw,411041702
RBSTree,1000000,Add,1000000,DLmw,8911894
SkipList,1000000,Add,1000000,Ir,18288651142
SkipList,1000000,Add,1000000,I1mr,22139803
SkipList,1000000,Add,1000000,ILmr,159200
SkipList,1000000,Add,1000000,Dr,5860753443
SkipList,1000000,Add,1000000,D1mr,58039143
SkipList,1000000,Add,1000000,DLmr,25352934
SkipList,1000000,Add,1000000,Dw,2618339527
SkipList,1000000,Add,1000000,D1mw,111260995
SkipList,1000000,Add,1000000,DLmw,11937878
BadBisect,10000,Base,10000,Ir,480485342
BadBisect,10000,Base,10000,I1mr,10158376
BadBisect,10000,Base,10000,ILmr,46104
BadBisect,10000,Base,10000,Dr,154126120
BadBisect,10000,Base,10000,D1mr,5116377
BadBisect,10000,Base,10000,DLmr,352594
BadBisect,10000,Base,10000,Dw,90969024
BadBisect,10000,Base,10000,D1mw,1581609
BadBisect,10000,Base,10000,DLmw,438774
SortedList,10000,Base,10000,Ir,480714367
SortedList,10000,Base,10000,I1mr,10143196
SortedList,10000,Base,10000,ILmr,46158
SortedList,10000,Base,10000,Dr,154151033
SortedList,10000,Base,10000,D1mr,5136305
SortedList,10000,Base,10000,DLmr,352766
SortedList,10000,Base,10000,Dw,90928299
SortedList,10000,Base,10000,D1mw,1579807
SortedList,10000,Base,10000,DLmw,438697
SortedArray,10000,Base,10000,Ir,480224914
SortedArray,10000,Base,10000,I1mr,10161429
SortedArray,10000,Base,10000,ILmr,46254
SortedArray,10000,Base,10000,Dr,154091735
SortedArray,10000,Base,10000,D1mr,5087620
SortedArray,10000,Base,10000,DLmr,352703
SortedArray,10000,Base,10000,Dw,90985824
SortedArray,10000,Base,10000,D1mw,1581537
SortedArray,10000,Base,10000,DLmw,438478
AutoLoad,10000,Base,10000,Ir,480246956
AutoLoad,10000,Base,10000,I1mr,10153888
AutoLoad,10000,Base,10000,ILmr,46211
AutoLoad,10000,Base,10000,Dr,154055934
AutoLoad,10000,Base,10000,D1mr,5076750
AutoLoad,10000,Base,10000,DLmr,352696
AutoLoad,10000,Base,10000,Dw,90927265
AutoLoad,10000,Base,10000,D1mw,1585320
AutoLoad,10000,Base,10000,DLmw,439216
RBSTree,10000,Base,10000,Ir,1030902385
RBSTree,10000,Base,10000,I1mr,18230495
RBSTree,10000,Base,10000,ILmr,51137
RBSTree,10000,Base,10000,Dr,336474031
RBSTree,10000,Base,10000,D1mr,9386335
RBSTree,10000,Base,10000,DLmr,357718
RBSTree,10000,Base,10000,Dw,194280227
RBSTree,10000,Base,10000,D1mw,4223007
RBSTree,10000,Base,10000,DLmw,556405
SkipList,10000,Base,10000,Ir,712434389
SkipList,10000,Base,10000,I1mr,14564083
SkipList,10000,Base,10000,ILmr,49480
SkipList,10000,Base,10000,Dr,229102171
SkipList,10000,Base,10000,D1mr,6959579
SkipList,10000,Base,10000,DLmr,357658
SkipList,10000,Base,10000,Dw,133305044
SkipList,10000,Base,10000,D1mw,2570556
SkipList,10000,Base,10000,DLmw,489404
BadBisect,10000,Add,10000,Ir,556586470
BadBisect,10000,Add,10000,I1mr,11100326
BadBisect,10000,Add,10000,ILmr,48226
BadBisect,10000,Add,10000,Dr,179007992
BadBisect,10000,Add,10000,D1mr,5729835
BadBisect,10000,Add,10000,DLmr,355048
BadBisect,10000,Add,10000,Dw,107690538
BadBisect,10000,Add,10000,D1mw,1890299
BadBisect,10000,Add,10000,DLmw,451841
SortedList,10000,Add,10000,Ir,556889939
SortedList,10000,Add,10000,I1mr,11082985
SortedList,10000,Add,10000,ILmr,48226
SortedList,10000,Add,10000,Dr,179313308
SortedList,10000,Add,10000,D1mr,5710388
SortedList,10000,Add,10000,DLmr,355545
SortedList,10000,Add,10000,Dw,107826558
SortedList,10000,Add,10000,D1mw,1886913
SortedList,10000,Add,10000,DLmw,454210
SortedArray,10000,Add,10000,Ir,557219060
SortedArray,10000,Add,10000,I1mr,11123541
SortedArray,10000,Add,10000,ILmr,48488
SortedArray,10000,Add,10000,Dr,179390389
SortedArray,10000,Add,10000,D1mr,5737596
SortedArray,10000,Add,10000,DLmr,355400
SortedArray,10000,Add,10000,Dw,107874341
SortedArray,10000,Add,10000,D1mw,1884182
SortedArray,10000,Add,10000,DLmw,455576
AutoLoad,10000,Add,10000,Ir,556687042
AutoLoad,10000,Add,10000,I1mr,11390724
AutoLoad,10000,Add,10000,ILmr,48315
AutoLoad,10000,Add,10000,Dr,178623926
AutoLoad,10000,Add,10000,D1mr,5655591
AutoLoad,10000,Add,10000,DLmr,355550
AutoLoad,10000,Add,10000,Dw,105641364
AutoLoad,10000,Add,10000,D1mw,1906306
AutoLoad,10000,Add,10000,DLmw,453899
RBSTree,10000,Add,10000,Ir,1206300469
RBSTree,10000,Add,10000,I1mr,19662154
RBSTree,10000,Add,10000,ILmr,51778
RBSTree,10000,Add,10000,Dr,397900536
RBSTree,10000,Add,10000,D1mr,10850410
RBSTree,10000,Add,10000,DLmr,358052
RBSTree,10000,Add,10000,Dw,231840298
RBSTree,10000,Add,10000,D1mw,6207722
RBSTree,10000,Add,10000,DLmw,583228
SkipList,10000,Add,10000,Ir,1013603749
SkipList,10000,Add,10000,I1mr,19794441
SkipList,10000,Add,10000,ILmr,50646
SkipList,10000,Add,10000,Dr,325922031
SkipList,10000,Add,10000,D1mr,9327107
SkipList,10000,Add,10000,DLmr,358397
SkipList,10000,Add,10000,Dw,187162307
SkipList,10000,Add,10000,D1mw,3892957
SkipList,10000,Add,10000,DLmw,561886
BadBisect,100000,Base,100000,Ir,486264955
BadBisect,100000,Base,100000,I1mr,10154246
BadBisect,100000,Base,100000,ILmr,46433
BadBisect,100000,Base,100000,Dr,156430830
BadBisect,100000,Base,100000,D1mr,5162703
BadBisect,100000,Base,100000,DLmr,354018
BadBisect,100000,Base,100000,Dw,93010644
BadBisect,100000,Base,100000,D1mw,1618136
BadBisect,100000,Base,100000,DLmw,466984
SortedList,100000,Base,100000,Ir,486003086
SortedList,100000,Base,100000,I1mr,10175914
SortedList,100000,Base,100000,ILmr,46325
SortedList,100000,Base,100000,Dr,156405982
SortedList,100000,Base,100000,D1mr,5189617
SortedList,100000,Base,100000,DLmr,354186
SortedList,100000,Base,100000,Dw,93028068
SortedList,100000,Base,100000,D1mw,1622101
SortedList,100000,Base,100000,DLmw,464738
SortedArray,100000,Base,100000,Ir,485599132
SortedArray,100000,Base,100000,I1mr,10146989
SortedArray,100000,Base,100000,ILmr,46447
SortedArray,100000,Base,100000,Dr,156298745
SortedArray,100000,Base,100000,D1mr,5118186
SortedArray,100000,Base,100000,DLmr,353947
SortedArray,100000,Base,100000,Dw,92983643
SortedArray,100000,Base,100000,D1mw,1614646
SortedArray,100000,Base,100000,DLmw,464513
AutoLoad,100000,Base,100000,Ir,486296394
AutoLoad,100000,Base,100000,I1mr,10160907
AutoLoad,100000,Base,100000,ILmr,46280
AutoLoad,100000,Base,100000,Dr,155988839
AutoLoad,100000,Base,100000,D1mr,5143644
AutoLoad,100000,Base,100000,DLmr,353962
AutoLoad,100000,Base,100000,Dw,92518291
AutoLoad,100000,Base,100000,D1mw,1617433
AutoLoad,100000,Base,100000,DLmw,464514
RBSTree,100000,Base,100000,Ir,1651282015
RBSTree,100000,Base,100000,I1mr,18570805
RBSTree,100000,Base,100000,ILmr,52025
RBSTree,100000,Base,100000,Dr,556192821
RBSTree,100000,Base,100000,D1mr,13356377
RBSTree,100000,Base,100000,DLmr,357917
RBSTree,100000,Base,100000,Dw,325152712
RBSTree,100000,Base,100000,D1mw,14431901
RBSTree,100000,Base,100000,DLmw,737800
SkipList,100000,Base,100000,Ir,1322593332
SkipList,100000,Base,100000,I1mr,16580856
SkipList,100000,Base,100000,ILmr,51319
SkipList,100000,Base,100000,Dr,427114040
SkipList,100000,Base,100000,D1mr,8190546
SkipList,100000,Base,100000,DLmr,360728
SkipList,100000,Base,100000,Dw,245652542
SkipList,100000,Base,100000,D1mw,6755960
SkipList,100000,Base,100000,DLmw,687334
BadBisect,100000,Add,100000,Ir,779863306
BadBisect,100000,Add,100000,I1mr,11206664
BadBisect,100000,Add,100000,ILmr,49360
BadBisect,100000,Add,100000,Dr,252146952
BadBisect,100000,Add,100000,D1mr,5959204
BadBisect,100000,Add,100000,DLmr,357761
BadBisect,100000,Add,100000,Dw,173198591
BadBisect,100000,Add,100000,D1mw,3428312
BadBisect,100000,Add,100000,DLmw,509327
SortedList,100000,Add,100000,Ir,779006788
SortedList,100000,Add,100000,I1mr,11175071
SortedList,100000,Add,100000,ILmr,49774
SortedList,100000,Add,100000,Dr,252443004
SortedList,100000,Add,100000,D1mr,5955969
SortedList,100000,Add,100000,DLmr,358503
SortedList,100000,Add,100000,Dw,172887261
SortedList,100000,Add,100000,D1mw,3410511
SortedList,100000,Add,100000,DLmw,514440
SortedArray,100000,Add,100000,Ir,779998705
SortedArray,100000,Add,100000,I1mr,11250275
SortedArray,100000,Add,100000,ILmr,49755
SortedArray,100000,Add,100000,Dr,251836944
SortedArray,100000,Add,100000,D1mr,6096101
SortedArray,100000,Add,100000,DLmr,358122
SortedArray,100000,Add,100000,Dw,172811503
SortedArray,100000,Add,100000,D1mw,3401936
SortedArray,100000,Add,100000,DLmw,511048
AutoLoad,100000,Add,100000,Ir,696342600
AutoLoad,100000,Add,100000,I1mr,11751885
AutoLoad,100000,Add,100000,ILmr,50462
AutoLoad,100000,Add,100000,Dr,219630633
AutoLoad,100000,Add,100000,D1mr,5971684
